ST,OCC_CODE,OCC_TITLE,LOC_Q,A_MEAN
TN,49-9094,"Locksmiths and Safe Repairers",0.74,33780
TN,49-9095,"Manufactured Building and Mobile Home Installers",0,25840
TN,49-9096,Riggers,0.74,40030
TN,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",1.2,27300
TN,49-9099,"Installation, Maintenance, and Repair Workers, All Other",1.28,35860
TN,51-0000,"Production Occupations",1.38,33610
TN,51-1011,"First-Line Supervisors of Production and Operating Workers",1.21,54280
TN,51-2021,"Coil Winders, Tapers, and Finishers",1.85,35550
TN,51-2022,"Electrical and Electronic Equipment Assemblers",0.81,27690
TN,51-2023,"Electromechanical Equipment Assemblers",0.91,34670
TN,51-2031,"Engine and Other Machine Assemblers",1.52,35370
TN,51-2041,"Structural Metal Fabricators and Fitters",1.34,33130
TN,51-2091,"Fiberglass Laminators and Fabricators",1.3,29710
TN,51-2092,"Team Assemblers",2.73,31400
TN,51-2099,"Assemblers and Fabricators, All Other",1.02,27840
TN,51-3011,Bakers,0.72,26520
TN,51-3021,"Butchers and Meat Cutters",1.01,28990
TN,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",0.76,20620
TN,51-3023,"Slaughterers and Meat Packers",1.21,24500
TN,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.58,35700
TN,51-3092,"Food Batchmakers",1.73,30920
TN,51-3093,"Food Cooking Machine Operators and Tenders",0.98,31720
TN,51-3099,"Food Processing Workers, All Other",0.94,26260
TN,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",0.68,37460
TN,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",0.92,48340
TN,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1.23,29830
TN,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1.62,31430
TN,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1.27,37410
TN,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1.62,30870
TN,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.88,34780
TN,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.17,36920
TN,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.09,39520
TN,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1.06,34040
TN,51-4041,Machinists,1.01,40780
TN,51-4051,"Metal-Refining Furnace Operators and Tenders",1.51,40920
TN,51-4052,"Pourers and Casters, Metal",1.51,31140
TN,51-4071,"Foundry Mold and Coremakers",1.39,36280
TN,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",1.18,31090
TN,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.87,31500
TN,51-4111,"Tool and Die Makers",1.72,46690
TN,51-4121,"Welders, Cutters, Solderers, and Brazers",0.8,37780
TN,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",3.26,36050
TN,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1.1,34180
TN,51-4192,"Layout Workers, Metal and Plastic",1.1,38990
TN,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",0.71,26900
TN,51-4194,"Tool Grinders, Filers, and Sharpeners",0.88,33460
TN,51-4199,"Metal Workers and Plastic Workers, All Other",0.52,30160
TN,51-5111,"Prepress Technicians and Workers",1.19,36170
TN,51-5112,"Printing Press Operators",1.28,33600
TN,51-5113,"Print Binding and Finishing Workers",0.87,33910
TN,51-6011,"Laundry and Dry-Cleaning Workers",1.03,19760
TN,51-6021,"Pressers, Textile, Garment, and Related Materials",0.85,21090
TN,51-6031,"Sewing Machine Operators",1.29,23890
TN,51-6041,"Shoe and Leather Workers and Repairers",0,21910
TN,51-6051,"Sewers, Hand",0.51,22820
TN,51-6052,"Tailors, Dressmakers, and Custom Sewers",1.2,31190
TN,51-6061,"Textile Bleaching and Dyeing Machine Operators and Tenders",0.53,28500
TN,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",0.95,27780
TN,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.27,27220
TN,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.63,24420
TN,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.8,35110
TN,51-6093,Upholsterers,1.58,26190
TN,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",0,34200
TN,51-7011,"Cabinetmakers and Bench Carpenters",0.72,29340
TN,51-7021,"Furniture Finishers",0.46,26500
TN,51-7031,"Model Makers, Wood",6.62,32930
TN,51-7032,"Patternmakers, Wood",3.93,24760
TN,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",1.45,27240
TN,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.1,25730
TN,51-7099,"Woodworkers, All Other",3.91,26810
TN,51-8011,"Nuclear Power Reactor Operators",2.39,89160
TN,51-8012,"Power Distributors and Dispatchers",0.62,65530
TN,51-8013,"Power Plant Operators",0.81,68900
TN,51-8021,"Stationary Engineers and Boiler Operators",0.84,52040
TN,51-8031,"Water and Wastewater Treatment Plant and System Operators",1.06,39610
TN,51-8091,"Chemical Plant and System Operators",1.66,50090
TN,51-8092,"Gas Plant Operators",0.35,54560
TN,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0,61630
TN,51-8099,"Plant and System Operators, All Other",1.36,66980
TN,51-9011,"Chemical Equipment Operators and Tenders",1.08,45530
TN,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.67,40140
TN,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.84,32900
TN,51-9022,"Grinding and Polishing Workers, Hand",0.77,27980
TN,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",1.31,38150
TN,51-9031,"Cutters and Trimmers, Hand",1.53,23520
TN,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1.54,30640
TN,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1.56,31410
TN,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2.46,33090
TN,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",1.23,34240
TN,51-9071,"Jewelers and Precious Stone and Metal Workers",0.44,38640
TN,51-9081,"Dental Laboratory Technicians",0.77,33770
TN,51-9082,"Medical Appliance Technicians",0,34070
TN,51-9083,"Ophthalmic Laboratory Technicians",1.2,29130
TN,51-9111,"Packaging and Filling Machine Operators and Tenders",1.27,30120
TN,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1.24,32800
TN,51-9122,"Painters, Transportation Equipment",0.69,41690
TN,51-9123,"Painting, Coating, and Decorating Workers",0.58,27140
TN,51-9151,"Photographic Process Workers and Processing Machine Operators",1.84,31410
TN,51-9191,"Adhesive Bonding Machine Operators and Tenders",0.74,29250
TN,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",1.02,26410
TN,51-9193,"Cooling and Freezing Equipment Operators and Tenders",0.91,30050
TN,51-9194,"Etchers and Engravers",0.57,34090
TN,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",1.7,28000
TN,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",1.3,33870
TN,51-9198,"Helpers--Production Workers",1.9,24070
TN,51-9199,"Production Workers, All Other",1.54,43020
TN,53-0000,"Transportation and Material Moving Occupations",1.4,32060
TN,53-1011,"Aircraft Cargo Handling Supervisors",0,40000
TN,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",1.99,46220
TN,53-1031,"First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators",1.09,55670
TN,53-2011,"Airline Pilots, Copilots, and Flight Engineers",0.22,94910
TN,53-2012,"Commercial Pilots",0.46,75400
TN,53-2021,"Air Traffic Controllers",1.3,125920
TN,53-2031,"Flight Attendants",0,49470
TN,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.45,23230
TN,53-3021,"Bus Drivers, Transit and Intercity",0.78,29960
TN,53-3022,"Bus Drivers, School or Special Client",0.99,24780
TN,53-3031,"Driver/Sales Workers",1,29220
TN,53-3032,"Heavy and Tractor-Trailer Truck Drivers",1.54,41260
TN,53-3033,"Light Truck or Delivery Services Drivers",1.42,32560
TN,53-3041,"Taxi Drivers and Chauffeurs",0.69,25180
TN,53-3099,"Motor Vehicle Operators, All Other",1.03,29910
TN,53-4011,"Locomotive Engineers",0.91,55410
TN,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",0,48020
TN,53-4021,"Railroad Brake, Signal, and Switch Operators",1.35,51870
TN,53-4031,"Railroad Conductors and Yardmasters",0.72,54740
TN,53-5011,"Sailors and Marine Oilers",1.7,40180
TN,53-5021,"Captains, Mates, and Pilots of Water Vessels",1.41,85600
TN,53-5031,"Ship Engineers",1.78,65650
TN,53-6021,"Parking Lot Attendants",0.63,20710
TN,53-6031,"Automotive and Watercraft Service Attendants",1.04,21750
TN,53-6041,"Traffic Technicians",5.31,48790
TN,53-6051,"Transportation Inspectors",0.53,74610
TN,53-6061,"Transportation Attendants, Except Flight Attendants",0.35,18770
TN,53-6099,"Transportation Workers, All Other",0.87,26770
TN,53-7011,"Conveyor Operators and Tenders",2.18,36030
TN,53-7021,"Crane and Tower Operators",0.64,45040
TN,53-7031,"Dredge Operators",2.58,38560
TN,53-7032,"Excavating and Loading Machine and Dragline Operators",1.48,35070
TN,53-7041,"Hoist and Winch Operators",0.63,32600
TN,53-7051,"Industrial Truck and Tractor Operators",1.5,29990
TN,53-7061,"Cleaners of Vehicles and Equipment",0.82,23990
TN,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1.86,26890
TN,53-7063,"Machine Feeders and Offbearers",0.98,27040
TN,53-7064,"Packers and Packagers, Hand",1.43,21870
TN,53-7072,"Pump Operators, Except Wellhead Pumpers",0.66,35810
TN,53-7081,"Refuse and Recyclable Material Collectors",1.06,26830
TN,53-7121,"Tank Car, Truck, and Ship Loaders",0.4,34690
TN,53-7199,"Material Moving Workers, All Other",1.38,29950
TX,00-0000,"All Occupations",1,46560
TX,11-0000,"Management Occupations",0.79,120640
TX,11-1011,"Chief Executives",0.35,203200
TX,11-1021,"General and Operations Managers",0.98,128940
TX,11-1031,Legislators,0.34,42160
TX,11-2011,"Advertising and Promotions Managers",0.44,113140
TX,11-2021,"Marketing Managers",0.57,150380
TX,11-2022,"Sales Managers",0.73,139910
TX,11-2031,"Public Relations and Fundraising Managers",0.69,129270
TX,11-3011,"Administrative Services Managers",0.92,103710
TX,11-3021,"Computer and Information Systems Managers",0.69,148610
TX,11-3031,"Financial Managers",0.59,145200
TX,11-3051,"Industrial Production Managers",0.8,111520
TX,11-3061,"Purchasing Managers",0.73,132310
TX,11-3071,"Transportation, Storage, and Distribution Managers",1.01,97280
TX,11-3111,"Compensation and Benefits Managers",0.51,136370
TX,11-3121,"Human Resources Managers",0.62,129620
TX,11-3131,"Training and Development Managers",0.54,123560
TX,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",0.91,57720
TX,11-9021,"Construction Managers",1.33,93610
TX,11-9031,"Education Administrators, Preschool and Childcare Center/Program",0.51,53180
TX,11-9032,"Education Administrators, Elementary and Secondary School",1.21,79490
TX,11-9033,"Education Administrators, Postsecondary",0.41,115170
TX,11-9039,"Education Administrators, All Other",0.39,81430
TX,11-9041,"Architectural and Engineering Managers",0.75,166750
TX,11-9051,"Food Service Managers",0.71,58170
TX,11-9061,"Funeral Service Managers",0.91,73820
TX,11-9081,"Lodging Managers",0.94,52830
TX,11-9111,"Medical and Health Services Managers",0.73,101270
TX,11-9121,"Natural Sciences Managers",0.4,129440
TX,11-9131,"Postmasters and Mail Superintendents",0.67,72540
TX,11-9141,"Property, Real Estate, and Community Association Managers",0.78,89250
TX,11-9151,"Social and Community Service Managers",0.35,73210
TX,11-9161,"Emergency Management Directors",0.67,70090
TX,11-9199,"Managers, All Other",0.47,123300
TX,13-0000,"Business and Financial Operations Occupations",0.93,75600
TX,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",0.28,80740
TX,13-1021,"Buyers and Purchasing Agents, Farm Products",0.7,53120
TX,13-1022,"Wholesale and Retail Buyers, Except Farm Products",0.91,59920
TX,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1.09,67160
TX,13-1031,"Claims Adjusters, Examiners, and Investigators",0.78,67050
TX,13-1032,"Insurance Appraisers, Auto Damage",1.45,60520
TX,13-1041,"Compliance Officers",1.04,71750
TX,13-1051,"Cost Estimators",0.94,66630
TX,13-1071,"Human Resources Specialists",1.08,64750
TX,13-1075,"Labor Relations Specialists",0.38,70080
TX,13-1081,Logisticians,1.13,80820
TX,13-1111,"Management Analysts",0.7,96030
TX,13-1121,"Meeting, Convention, and Event Planners",0.88,50820
TX,13-1131,Fundraisers,0.83,59040
TX,13-1141,"Compensation, Benefits, and Job Analysis Specialists",0.87,65450
TX,13-1151,"Training and Development Specialists",1.1,64040
TX,13-1161,"Market Research Analysts and Marketing Specialists",0.7,75380
TX,13-1199,"Business Operations Specialists, All Other",0.8,79640
TX,13-2011,"Accountants and Auditors",1.14,78490
TX,13-2021,"Appraisers and Assessors of Real Estate",1.12,65340
TX,13-2031,"Budget Analysts",0.99,77840
TX,13-2041,"Credit Analysts",1.26,78520
TX,13-2051,"Financial Analysts",0.99,94410
TX,13-2052,"Personal Financial Advisors",0.81,107260
TX,13-2053,"Insurance Underwriters",0.71,68220
TX,13-2061,"Financial Examiners",0.83,85250
TX,13-2071,"Credit Counselors",1.26,47270
TX,13-2072,"Loan Officers",0.92,78150
TX,13-2081,"Tax Examiners and Collectors, and Revenue Agents",0.77,56660
TX,13-2082,"Tax Preparers",0.97,43390
TX,13-2099,"Financial Specialists, All Other",0.84,69620
TX,15-0000,"Computer and Mathematical Occupations",1.05,84890
TX,15-1111,"Computer and Information Research Scientists",0.79,92360
TX,15-1121,"Computer Systems Analysts",1.32,94040
TX,15-1122,"Information Security Analysts",1.04,90460
TX,15-1131,"Computer Programmers",0.89,86660
TX,15-1132,"Software Developers, Applications",0.85,99830
TX,15-1133,"Software Developers, Systems Software",1.09,104180
TX,15-1134,"Web Developers",0.87,68800
TX,15-1141,"Database Administrators",1.24,79690
TX,15-1142,"Network and Computer Systems Administrators",1.08,85340
TX,15-1143,"Computer Network Architects",0.99,110400
TX,15-1151,"Computer User Support Specialists",1.23,51180
TX,15-1152,"Computer Network Support Specialists",1.25,68900
TX,15-1199,"Computer Occupations, All Other",0.71,90120
TX,15-2011,Actuaries,0.67,115990
TX,15-2021,Mathematicians,0.48,71550
TX,15-2031,"Operations Research Analysts",1.05,84230
TX,15-2041,Statisticians,0.55,77740
TX,15-2091,"Mathematical Technicians",2.36,54860
TX,15-2099,"Mathematical Science Occupations, All Other",1.06,85150
TX,17-0000,"Architecture and Engineering Occupations",1.15,91040
TX,17-1011,"Architects, Except Landscape and Naval",1.01,81780
TX,17-1012,"Landscape Architects",0.83,65460
TX,17-1021,"Cartographers and Photogrammetrists",1.44,62630
TX,17-1022,Surveyors,1.34,62050
TX,17-2011,"Aerospace Engineers",1.16,108990
TX,17-2021,"Agricultural Engineers",0.43,80290
TX,17-2031,"Biomedical Engineers",0.57,85970
TX,17-2041,"Chemical Engineers",2.55,122190
TX,17-2051,"Civil Engineers",1.1,97900
TX,17-2061,"Computer Hardware Engineers",0.84,107670
TX,17-2071,"Electrical Engineers",0.94,103560
TX,17-2072,"Electronics Engineers, Except Computer",1.12,104870
TX,17-2081,"Environmental Engineers",0.64,96470
TX,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",1.32,103040
TX,17-2112,"Industrial Engineers",0.7,97950
TX,17-2121,"Marine Engineers and Naval Architects",2.38,114720
TX,17-2131,"Materials Engineers",1,94780
TX,17-2141,"Mechanical Engineers",0.84,102230
TX,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",1.61,164160
TX,17-2161,"Nuclear Engineers",0.35,113890
TX,17-2171,"Petroleum Engineers",6.17,164340
TX,17-2199,"Engineers, All Other",0.88,108040
TX,17-3011,"Architectural and Civil Drafters",1.5,59040
TX,17-3012,"Electrical and Electronics Drafters",1.35,75240
TX,17-3013,"Mechanical Drafters",0.94,62370
TX,17-3019,"Drafters, All Other",1.34,64210
TX,17-3021,"Aerospace Engineering and Operations Technicians",0.83,60150
TX,17-3022,"Civil Engineering Technicians",1.9,46480
TX,17-3023,"Electrical and Electronics Engineering Technicians",1.45,63610
TX,17-3024,"Electro-Mechanical Technicians",1.44,59770
TX,17-3025,"Environmental Engineering Technicians",0.53,59070
TX,17-3026,"Industrial Engineering Technicians",0.64,67240
TX,17-3027,"Mechanical Engineering Technicians",1.51,61630
TX,17-3029,"Engineering Technicians, Except Drafters, All Other",1.3,59020
TX,17-3031,"Surveying and Mapping Technicians",1.9,43930
TX,19-0000,"Life, Physical, and Social Science Occupations",0.89,70780
TX,19-1011,"Animal Scientists",0.72,68370
TX,19-1012,"Food Scientists and Technologists",0.46,67660
TX,19-1013,"Soil and Plant Scientists",0.62,60760
TX,19-1021,"Biochemists and Biophysicists",0.35,89940
TX,19-1022,Microbiologists,0.45,55100
TX,19-1023,"Zoologists and Wildlife Biologists",0.23,68700
TX,19-1029,"Biological Scientists, All Other",0.64,63990
TX,19-1031,"Conservation Scientists",1.03,55960
TX,19-1032,Foresters,0.12,56230
TX,19-1041,Epidemiologists,0.91,66880
TX,19-1042,"Medical Scientists, Except Epidemiologists",0.48,72310
TX,19-1099,"Life Scientists, All Other",0.37,96910
TX,19-2011,Astronomers,1.45,75050
TX,19-2012,Physicists,0.78,99680
TX,19-2021,"Atmospheric and Space Scientists",0.89,72770
TX,19-2031,Chemists,0.88,71670
TX,19-2032,"Materials Scientists",0.43,90580
TX,19-2041,"Environmental Scientists and Specialists, Including Health",0.73,84560
TX,19-2042,"Geoscientists, Except Hydrologists and Geographers",3.37,144340
TX,19-2043,Hydrologists,0.62,76070
TX,19-2099,"Physical Scientists, All Other",0.68,90810
TX,19-3011,Economists,0.64,120330
TX,19-3022,"Survey Researchers",1.02,50750
TX,19-3031,"Clinical, Counseling, and School Psychologists",0.63,64130
TX,19-3039,"Psychologists, All Other",0.6,89270
